satisfaction_bucket,text
1,e mail i have been have bill problems with uber ever since i changed from john cash to card before my issue was resolved without any hassles however i am still waiting for a resolution for a three fold billing that occurred on the 19th of november i have sent numerous emails
1,i know my internet fastness technically suppose up to 25mb but all i am get is 8mb that is not even half not acceptable
1,nina from carolina day and counting tho appreciate people are busy and have workloads to get through but 9 day without a answer that is quite a lot is not it
1,"I aviate this route per year / bi - annually to visit in - laws with my nipper and married man who were on this flight with me, they ' re all fine (kids were 16 months and 3 ), I ' m still a mess, can ' t watch safety video and have to take diazepam."
1,Furthermore we have a lot of stress (cipher grant us that it would be possible to hail rearward to sao paulo ).
1,"Now, three months farther, I still have no reply or payment by rap or Ebookers."
1,"I called Delta, who said there was nothing they could do - if the travel broker deliver the goods ' t variety it, I ' m SOL."
1,I am altogether mixed up with the regularisation at this point!
1,can you please give up making me update my xbox every couple of day i dont get many days off and i need to be able bodied to play
1,"huge overbook and over again ask for volunteer, at least no aircraft downgrade."
1,how the heck is that potential it is a carte make out by yall
1,"From reading a lot of information online it seems that because I am travelling on 2 budget airlines I have to clear immigration, then wait on the "" outside "" of the airport until the tabulator for my flight open. .. probable 3 hours before my flight at 9pm."
1,can you tell me wherefore the cucurbita pepo my flat bought from you yesterday assign maggot all ended our kitchen table
